episode,seed,step,action,action_label,kind,sensing_cost,info_gain_weight,expected_info_gain,weighted_info_gain,expected_task_value,total_score,chosen
0,42,20,4,test0,observe,0.5,5.0,0.00662676248395537,0.03313381241977685,-14.872422179612016,-14.839288367192239,False
0,42,20,5,test1,observe,2.0,5.0,0.033795800050673744,0.1689790002533687,-15.82953271531676,-15.660553715063392,False
0,42,20,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-14.54,-14.54,True
0,42,20,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-20.3,-20.3,False
0,42,21,1,move(S),move,0.0,5.0,0.0,0.0,-15.5,-15.5,True
0,42,21,2,move(E),move,0.0,5.0,0.0,0.0,-15.5,-15.5,False
0,42,21,3,move(W),move,0.0,5.0,0.0,0.0,-16.5,-16.5,False
0,42,22,0,move(N),move,0.0,5.0,0.0,0.0,-16.0,-16.0,False
0,42,22,1,move(S),move,0.0,5.0,0.0,0.0,-13.66023747755146,-13.66023747755146,True
0,42,22,2,move(E),move,0.0,5.0,0.0,0.0,-15.0,-15.0,False
0,42,22,3,move(W),move,0.0,5.0,0.0,0.0,-16.0,-16.0,False
0,42,23,0,move(N),move,0.0,5.0,0.0,0.0,-15.5,-15.5,False
0,42,23,1,move(S),move,0.0,5.0,0.0,0.0,-13.16023747755146,-13.16023747755146,True
0,42,23,2,move(E),move,0.0,5.0,0.0,0.0,-14.5,-14.5,False
0,42,23,3,move(W),move,0.0,5.0,0.0,0.0,-15.5,-15.5,False
0,42,24,0,move(N),move,0.0,5.0,0.0,0.0,-13.66023747755146,-13.66023747755146,False
0,42,24,1,move(S),move,0.0,5.0,0.0,0.0,-13.66023747755146,-13.66023747755146,False
0,42,24,2,move(E),move,0.0,5.0,0.0,0.0,-12.66023747755146,-12.66023747755146,False
0,42,24,3,move(W),move,0.0,5.0,0.0,0.0,-13.66023747755146,-13.66023747755146,False
0,42,24,4,test0,observe,0.5,5.0,0.06942769813726002,0.3471384906863001,-12.72590270244038,-12.37876421175408,False
0,42,24,5,test1,observe,2.0,5.0,0.3159525044897076,1.5797625224485379,-13.880904670597179,-12.30114214814864,True
0,42,24,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-26.6,-26.6,False
0,42,24,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-15.0,-15.0,False
0,42,25,0,move(N),move,0.0,5.0,0.0,0.0,-10.058823529411763,-10.058823529411763,False
0,42,25,1,move(S),move,0.0,5.0,0.0,0.0,-9.719061006963225,-9.719061006963225,False
0,42,25,2,move(E),move,0.0,5.0,0.0,0.0,-7.719061006963225,-7.719061006963225,True
0,42,25,3,move(W),move,0.0,5.0,0.0,0.0,-9.719061006963225,-9.719061006963225,False
0,42,25,4,test0,observe,0.5,5.0,0.054339962585036594,0.27169981292518297,-10.119217087345556,-9.847517274420373,False
0,42,25,5,test1,observe,2.0,5.0,0.25283882129144875,1.2641941064572437,-11.439474626410679,-10.175280519953436,False
0,42,25,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-52.29411764705883,-52.29411764705883,False
0,42,25,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-10.058823529411763,-10.058823529411763,False
0,42,26,0,move(N),move,0.0,5.0,0.0,0.0,-9.558823529411763,-9.558823529411763,False
0,42,26,1,move(S),move,0.0,5.0,0.0,0.0,-10.558823529411763,-10.558823529411763,False
0,42,26,2,move(E),move,0.0,5.0,0.0,0.0,-6.219061006963225,-6.219061006963225,True
0,42,26,3,move(W),move,0.0,5.0,0.0,0.0,-10.558823529411763,-10.558823529411763,False
0,42,27,0,move(N),move,0.0,5.0,0.0,0.0,-6.719061006963225,-6.719061006963225,False
0,42,27,1,move(S),move,0.0,5.0,0.0,0.0,-7.719061006963225,-7.719061006963225,False
0,42,27,2,move(E),move,0.0,5.0,0.0,0.0,-6.719061006963225,-6.719061006963225,False
0,42,27,3,move(W),move,0.0,5.0,0.0,0.0,-7.719061006963225,-7.719061006963225,False
0,42,27,4,test0,observe,0.5,5.0,0.06942769813726002,0.3471384906863001,-5.994726231852143,-5.647587741165843,False
0,42,27,5,test1,observe,2.0,5.0,0.3159525044897076,1.5797625224485379,-7.149728200008942,-5.569965677560404,True
0,42,27,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-19.658823529411762,-19.658823529411762,False
0,42,27,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-8.058823529411763,-8.058823529411763,False
0,42,28,0,move(N),move,0.0,5.0,0.0,0.0,-5.082697370599588,-5.082697370599588,True
0,42,28,1,move(S),move,0.0,5.0,0.0,0.0,-7.422459893048126,-7.422459893048126,False
0,42,28,2,move(E),move,0.0,5.0,0.0,0.0,-5.082697370599588,-5.082697370599588,False
0,42,28,3,move(W),move,0.0,5.0,0.0,0.0,-7.422459893048126,-7.422459893048126,False
0,42,28,4,test0,observe,0.5,5.0,0.0146270576706794,0.073135288353397,-5.951511348973009,-5.878376060619612,False
0,42,28,5,test1,observe,2.0,5.0,0.07322414041383583,0.3661207020691792,-6.521583185441507,-6.155462483372328,False
0,42,28,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-6.422459893048126,-6.422459893048126,False
0,42,28,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-10.604278074866308,-10.604278074866308,False
0,42,29,0,move(N),move,0.0,5.0,0.0,0.0,-7.922459893048126,-7.922459893048126,False
0,42,29,1,move(S),move,0.0,5.0,0.0,0.0,-6.69655787880143,-6.69655787880143,False
0,42,29,2,move(E),move,0.0,5.0,0.0,0.0,-4.582697370599588,-4.582697370599588,True
0,42,29,3,move(W),move,0.0,5.0,0.0,0.0,-7.922459893048126,-7.922459893048126,False
0,42,30,0,move(N),move,0.0,5.0,0.0,0.0,-5.082697370599588,-5.082697370599588,False
0,42,30,1,move(S),move,0.0,5.0,0.0,0.0,-5.082697370599588,-5.082697370599588,False
0,42,30,3,move(W),move,0.0,5.0,0.0,0.0,-5.082697370599588,-5.082697370599588,False
0,42,30,4,test0,observe,0.5,5.0,0.06942769813726002,0.3471384906863001,-4.148362595488505,-3.8012241048022055,False
0,42,30,5,test1,observe,2.0,5.0,0.3159525044897076,1.5797625224485379,-5.303364563645305,-3.7236020411967674,True
0,42,30,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-18.022459893048126,-18.022459893048126,False
0,42,30,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-6.422459893048126,-6.422459893048126,False
0,42,31,0,move(N),move,0.0,5.0,0.0,0.0,-5.786096256684489,-5.786096256684489,False
0,42,31,1,move(S),move,0.0,5.0,0.0,0.0,-5.786096256684489,-5.786096256684489,False
0,42,31,3,move(W),move,0.0,5.0,0.0,0.0,-5.786096256684489,-5.786096256684489,False
0,42,31,4,test0,observe,0.5,5.0,0.0146270576706794,0.073135288353397,-4.301383871465665,-4.2282485831122685,True
0,42,31,5,test1,observe,2.0,5.0,0.07322414041383583,0.3661207020691792,-4.8852195490778705,-4.519098847008691,False
0,42,31,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-4.786096256684489,-4.786096256684489,False
0,42,31,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-8.967914438502671,-8.967914438502671,False
0,42,32,0,move(N),move,0.0,5.0,0.0,0.0,-4.462459893048125,-4.462459893048125,False
0,42,32,1,move(S),move,0.0,5.0,0.0,0.0,-4.462459893048125,-4.462459893048125,False
0,42,32,3,move(W),move,0.0,5.0,0.0,0.0,-4.462459893048125,-4.462459893048125,False
0,42,32,4,test0,observe,0.5,5.0,0.00662676248395537,0.03313381241977685,-3.7948820726601435,-3.761748260240367,False
0,42,32,5,test1,observe,2.0,5.0,0.033795800050673744,0.1689790002533687,-4.751992608364887,-4.583013608111518,False
0,42,32,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-3.4624598930481256,-3.4624598930481256,True
0,42,32,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-9.222459893048127,-9.222459893048127,False
0,42,33,0,move(N),move,0.0,5.0,0.0,0.0,-5.422459893048126,-5.422459893048126,False
0,42,33,1,move(S),move,0.0,5.0,0.0,0.0,-3.4224598930481256,-3.4224598930481256,True
0,42,33,3,move(W),move,0.0,5.0,0.0,0.0,-3.4224598930481256,-3.4224598930481256,False
0,42,34,0,move(N),move,0.0,5.0,0.0,0.0,-4.922459893048126,-4.922459893048126,False
0,42,34,1,move(S),move,0.0,5.0,0.0,0.0,-3.9224598930481256,-3.9224598930481256,False
0,42,34,3,move(W),move,0.0,5.0,0.0,0.0,-2.696557878801429,-2.696557878801429,True
0,42,35,0,move(N),move,0.0,5.0,0.0,0.0,-3.4224598930481256,-3.4224598930481256,False
0,42,35,1,move(S),move,0.0,5.0,0.0,0.0,-3.4224598930481256,-3.4224598930481256,False
0,42,35,2,move(E),move,0.0,5.0,0.0,0.0,-3.4224598930481256,-3.4224598930481256,False
0,42,35,3,move(W),move,0.0,5.0,0.0,0.0,-3.4224598930481256,-3.4224598930481256,False
0,42,35,4,test0,observe,0.5,5.0,0.0146270576706794,0.073135288353397,-1.9515113489730074,-1.8783760606196105,True
0,42,35,5,test1,observe,2.0,5.0,0.07322414041383583,0.3661207020691792,-2.521583185441507,-2.155462483372328,False
0,42,35,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-2.4224598930481256,-2.4224598930481256,False
0,42,35,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-6.604278074866309,-6.604278074866309,False
0,42,36,0,move(N),move,0.0,5.0,0.0,0.0,-4.207270962318533,-4.207270962318533,False
0,42,36,1,move(S),move,0.0,5.0,0.0,0.0,-4.207270962318533,-4.207270962318533,False
0,42,36,2,move(E),move,0.0,5.0,0.0,0.0,-4.207270962318533,-4.207270962318533,False
0,42,36,3,move(W),move,0.0,5.0,0.0,0.0,-4.207270962318533,-4.207270962318533,False
0,42,36,4,test0,observe,0.5,5.0,0.03017117582626222,0.1508558791313111,-2.5839022038134796,-2.4330463246821683,False
0,42,36,5,test1,observe,2.0,5.0,0.14631051341864595,0.7315525670932298,-2.710926011921724,-1.9793734448284943,True
0,42,36,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-5.25882352941176,-5.25882352941176,False
0,42,36,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-6.058823529411763,-6.058823529411763,False
0,42,37,0,move(N),move,0.0,5.0,0.0,0.0,-1.692969870875177,-1.692969870875177,False
0,42,37,1,move(S),move,0.0,5.0,0.0,0.0,-1.692969870875177,-1.692969870875177,False
0,42,37,2,move(E),move,0.0,5.0,0.0,0.0,-1.692969870875177,-1.692969870875177,False
0,42,37,3,move(W),move,0.0,5.0,0.0,0.0,-1.692969870875177,-1.692969870875177,False
0,42,37,4,test0,observe,0.5,5.0,0.004076678279184301,0.020383391395921505,-1.192969870875177,-1.1725864794792555,False
0,42,37,5,test1,observe,2.0,5.0,0.020922122655017916,0.10461061327508958,-2.358043369608847,-2.2534327563337575,False
0,42,37,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-0.692969870875177,-0.692969870875177,True
0,42,37,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-6.936872309899568,-6.936872309899568,False
0,42,38,0,move(N),move,0.0,5.0,0.0,0.0,-3.0588235294117627,-3.0588235294117627,False
0,42,38,1,move(S),move,0.0,5.0,0.0,0.0,-2.0588235294117627,-2.0588235294117627,False
0,42,38,2,move(E),move,0.0,5.0,0.0,0.0,-3.0588235294117627,-3.0588235294117627,False
0,42,38,3,move(W),move,0.0,5.0,0.0,0.0,-1.0588235294117627,-1.0588235294117627,True
0,42,39,0,move(N),move,0.0,5.0,0.0,0.0,-2.5588235294117627,-2.5588235294117627,False
0,42,39,1,move(S),move,0.0,5.0,0.0,0.0,-1.5588235294117627,-1.5588235294117627,False
0,42,39,2,move(E),move,0.0,5.0,0.0,0.0,-2.5588235294117627,-2.5588235294117627,False
0,42,39,3,move(W),move,0.0,5.0,0.0,0.0,-0.5588235294117627,-0.5588235294117627,True
0,42,40,0,move(N),move,0.0,5.0,0.0,0.0,-1.0588235294117627,-1.0588235294117627,False
0,42,40,1,move(S),move,0.0,5.0,0.0,0.0,1.2809389930367763,1.2809389930367763,True
0,42,40,2,move(E),move,0.0,5.0,0.0,0.0,-1.0588235294117627,-1.0588235294117627,False
0,42,40,3,move(W),move,0.0,5.0,0.0,0.0,1.2809389930367763,1.2809389930367763,False
0,42,40,4,test0,observe,0.5,5.0,0.054339962585036594,0.27169981292518297,-0.27274649911025933,-0.001046686185076362,False
0,42,40,5,test1,observe,2.0,5.0,0.25283882129144875,1.2641941064572437,-1.43947462641068,-0.1752805199534363,False
0,42,40,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-42.29411764705883,-42.29411764705883,False
0,42,40,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-0.05882352941176272,-0.05882352941176272,False
0,42,41,0,move(N),move,0.0,5.0,0.0,0.0,-0.5588235294117627,-0.5588235294117627,False
0,42,41,2,move(E),move,0.0,5.0,0.0,0.0,-1.5588235294117627,-1.5588235294117627,False
0,42,41,3,move(W),move,0.0,5.0,0.0,0.0,1.7809389930367763,1.7809389930367763,True
0,42,42,0,move(N),move,0.0,5.0,0.0,0.0,1.2809389930367763,1.2809389930367763,False
0,42,42,2,move(E),move,0.0,5.0,0.0,0.0,1.2809389930367763,1.2809389930367763,False
0,42,42,4,test0,observe,0.5,5.0,0.06942769813726002,0.3471384906863001,2.215273768147857,2.5624122588341574,False
0,42,42,5,test1,observe,2.0,5.0,0.3159525044897076,1.5797625224485379,1.060271799991058,2.640034322439596,True
0,42,42,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-11.658823529411762,-11.658823529411762,False
0,42,42,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,-0.05882352941176272,-0.05882352941176272,False
0,42,43,0,move(N),move,0.0,5.0,0.0,0.0,3.8823529411764746,3.8823529411764746,False
0,42,43,2,move(E),move,0.0,5.0,0.0,0.0,3.8823529411764746,3.8823529411764746,False
0,42,43,4,test0,observe,0.5,5.0,0.054339962585036594,0.27169981292518297,4.821959383242684,5.093659196167867,True
0,42,43,5,test1,observe,2.0,5.0,0.25283882129144875,1.2641941064572437,3.501701844177556,4.7658959506348,False
0,42,43,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-37.352941176470594,-37.352941176470594,False
0,42,43,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,4.882352941176475,4.882352941176475,False
0,42,44,0,move(N),move,0.0,5.0,0.0,0.0,4.941176470588237,4.941176470588237,False
0,42,44,2,move(E),move,0.0,5.0,0.0,0.0,4.941176470588237,4.941176470588237,False
0,42,44,4,test0,observe,0.5,5.0,0.030171175826261998,0.15085587913131,5.441176470588237,5.592032349719547,False
0,42,44,5,test1,observe,2.0,5.0,0.14631051341864587,0.7315525670932294,4.259073988078277,4.990626555171506,False
0,42,44,6,diagnose(nominal),commit,0.0,5.0,0.0,0.0,-42.85882352941176,-42.85882352941176,False
0,42,44,7,diagnose(faulty),commit,0.0,5.0,0.0,0.0,5.941176470588237,5.941176470588237,True
0,42,45,0,move(N),move,0.0,5.0,0.0,0.0,1.9411764705882373,1.9411764705882373,True
0,42,45,2,move(E),move,0.0,5.0,0.0,0.0,1.9411764705882373,1.9411764705882373,False
0,42,46,0,move(N),move,0.0,5.0,0.0,0.0,1.4411764705882373,1.4411764705882373,False
0,42,46,1,move(S),move,0.0,5.0,0.0,0.0,1.4411764705882373,1.4411764705882373,False
0,42,46,2,move(E),move,0.0,5.0,0.0,0.0,2.4411764705882373,2.4411764705882373,True
