env,scale_k,w,w_over_alpha,mean_usage,se_usage,n_seeds
Tiger,0.1,0.00022825440432961889,0.0022825440432961887,4.2,0.034058772731852774,5
Tiger,0.1,0.0005210007309586913,0.005210007309586913,4.343999999999999,0.14783774890061072,5
Tiger,0.1,0.0011892071150027212,0.011892071150027212,4.128,0.060199667773169624,5
Tiger,0.1,0.002714417616594907,0.027144176165949066,4.196000000000001,0.05381449618829493,5
Tiger,0.1,0.006195777761776942,0.06195777761776942,4.132,0.1175755076535925,5
Tiger,0.1,0.01414213562373095,0.1414213562373095,4.232,0.04317406628984583,5
Tiger,0.1,0.032280047427433914,0.3228004742743391,4.343999999999999,0.05810335618533578,5
Tiger,0.1,0.07368062997280775,0.7368062997280774,4.24,0.11558546621439916,5
Tiger,0.1,0.16817928305074292,1.6817928305074292,4.292,0.21114923632350655,5
Tiger,0.1,0.3838766207332969,3.838766207332969,4.220000000000001,0.13160547101089687,5
Tiger,0.1,0.8762152940154572,8.762152940154571,4.428,0.09728309205612247,5
Tiger,0.1,2.0000000000000004,20.000000000000004,4.272,0.04270831300812537,5
Tiger,1.0,0.0,0.0,4.216,0.09108238029388559,5
Tiger,1.0,0.001,0.001,4.267999999999999,0.08452218643646178,5
Tiger,1.0,0.0022825440432961887,0.0022825440432961887,4.356,0.07678541528180997,5
Tiger,1.0,0.005210007309586913,0.005210007309586913,4.236,0.06046486583132393,5
Tiger,1.0,0.011892071150027212,0.011892071150027212,4.096,0.07249827584156743,5
Tiger,1.0,0.027144176165949066,0.027144176165949066,4.24,0.11349008767288885,5
Tiger,1.0,0.06195777761776942,0.06195777761776942,4.188,0.10365326815879959,5
Tiger,1.0,0.1414213562373095,0.1414213562373095,4.34,0.03847076812334263,5
Tiger,1.0,0.3228004742743391,0.3228004742743391,4.252,0.1281561547488063,5
Tiger,1.0,0.7368062997280774,0.7368062997280774,4.144,0.058787753826796324,5
Tiger,1.0,1.6817928305074292,1.6817928305074292,4.16,0.10825894882179479,5
Tiger,1.0,3.838766207332969,3.838766207332969,4.196,0.08704022058795587,5
Tiger,1.0,8.762152940154571,8.762152940154571,4.116,0.07833262411026452,5
Tiger,1.0,20.000000000000004,20.000000000000004,4.264,0.059126981996377996,5
Tiger,10.0,0.0,0.0,4.24,0.08294576541331093,5
Tiger,10.0,0.01,0.001,4.136,0.08795453370918412,5
Tiger,10.0,0.022825440432961887,0.0022825440432961887,4.196,0.10721940122944174,5
Tiger,10.0,0.052100073095869136,0.005210007309586913,4.220000000000001,0.09715966241192889,5
Tiger,10.0,0.11892071150027211,0.011892071150027212,4.112,0.16206171663906313,5
Tiger,10.0,0.27144176165949063,0.027144176165949063,4.244000000000001,0.08908422980528026,5
Tiger,10.0,0.6195777761776942,0.06195777761776942,4.144,0.08182909018191516,5
Tiger,10.0,1.414213562373095,0.1414213562373095,4.191999999999999,0.10781465577554845,5
Tiger,10.0,3.228004742743391,0.3228004742743391,4.204,0.05844655678480982,5
Tiger,10.0,7.3680629972807745,0.7368062997280774,4.136,0.11016351483136337,5
Tiger,10.0,16.817928305074293,1.6817928305074292,4.1,0.08532291603080623,5
Tiger,10.0,38.38766207332969,3.838766207332969,4.352,0.1032666451474047,5
Tiger,10.0,87.62152940154571,8.762152940154571,4.228,0.1396567220007687,5
Tiger,10.0,200.00000000000003,20.000000000000004,4.308,0.0668131723539602,5
Tileworld-6x6,0.1,0.0,0.0,15.440000000000001,0.23390406390465118,5
Tileworld-6x6,0.1,0.0001,0.001,16.126666666666665,0.23319043243190288,5
Tileworld-6x6,0.1,0.0003448488241248216,0.003448488241248216,15.786666666666667,0.30011109054259677,5
Tileworld-6x6,0.1,0.0011892071150027212,0.011892071150027212,15.973333333333334,0.3525147751040607,5
Tileworld-6x6,0.1,0.004100966752495598,0.04100966752495598,15.653333333333332,0.4264322272582648,5
Tileworld-6x6,0.1,0.01414213562373095,0.1414213562373095,16.006666666666668,0.3598456459218156,5
Tileworld-6x6,0.1,0.04876898840457369,0.48768988404573693,16.0,0.25473297566057096,5
Tileworld-6x6,0.1,0.16817928305074292,1.6817928305074292,14.626666666666669,0.34406071815564443,5
Tileworld-6x6,0.1,0.5799642800220423,5.799642800220422,14.953333333333333,0.36766530673668096,5
Tileworld-6x6,0.1,2.0000000000000004,20.000000000000004,23.3,0.3214550253664317,5
Tileworld-6x6,1.0,0.0,0.0,15.626666666666669,0.28487814158962016,5
Tileworld-6x6,1.0,0.001,0.001,15.706666666666667,0.5103811212112854,5
Tileworld-6x6,1.0,0.0034484882412482154,0.0034484882412482154,15.746666666666666,0.31545381771522596,5
Tileworld-6x6,1.0,0.011892071150027212,0.011892071150027212,15.866666666666669,0.08944271909999146,5
Tileworld-6x6,1.0,0.04100966752495598,0.04100966752495598,15.62,0.3685708133377416,5
Tileworld-6x6,1.0,0.1414213562373095,0.1414213562373095,15.48,0.23299976156401736,5
Tileworld-6x6,1.0,0.4876898840457369,0.4876898840457369,15.233333333333334,0.5090295778352286,5
Tileworld-6x6,1.0,1.6817928305074292,1.6817928305074292,14.933333333333332,0.4016632088371216,5
Tileworld-6x6,1.0,5.799642800220423,5.799642800220423,14.660000000000002,0.17931970208417028,5
Tileworld-6x6,1.0,20.000000000000004,20.000000000000004,24.206666666666667,0.39949968710876355,5
Tileworld-6x6,10.0,0.0,0.0,15.919999999999998,0.2303620339089468,5
Tileworld-6x6,10.0,0.01,0.001,15.786666666666667,0.13190905958272936,5
Tileworld-6x6,10.0,0.034484882412482154,0.0034484882412482154,16.286666666666665,0.3649353062910984,5
Tileworld-6x6,10.0,0.11892071150027211,0.011892071150027212,15.973333333333334,0.2885596414377217,5
Tileworld-6x6,10.0,0.41009667524955984,0.04100966752495598,15.5,0.37947331922020544,5
Tileworld-6x6,10.0,1.414213562373095,0.1414213562373095,15.64,0.14197026292697915,5
Tileworld-6x6,10.0,4.876898840457368,0.4876898840457368,15.76666666666667,0.39341806996854845,5
Tileworld-6x6,10.0,16.817928305074293,1.6817928305074292,14.753333333333334,0.5412536887223546,5
Tileworld-6x6,10.0,57.996428002204226,5.799642800220423,15.066666666666668,0.3276176633414831,5
Tileworld-6x6,10.0,200.00000000000003,20.000000000000004,23.993333333333332,0.8376156636548773,5
