env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,n_seeds,p_seed_level,cohens_d_seed_level,significant_hb,significant_hb_seed_level
Tiger,Success,Myopic,Thompson,0.8532,"[0.844, 0.863]",0.9676,"[0.963, 0.972]",-0.11440000000000006,-0.4087913613491184,-20.439568067455923,5.304064178176081e-91,5,1.6083416789420145e-08,-14.893611416206245,True,True
Tiger,Success,Planning,InfoGain-Tuned,0.9944,"[0.992, 0.996]",0.9944,"[0.992, 0.996]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Tiger,Success,Planning,Planning+IG,0.9944,"[0.992, 0.996]",0.9988,"[0.998, 1.000]",-0.0044000000000000705,-0.07563446417904787,-3.7817232089523936,0.00015665374336899617,5,0.07002218820222395,-1.4666666666666888,True,False
Tiger,Success,Planning,EFE,0.9944,"[0.992, 0.996]",0.9944,"[0.992, 0.996]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Tiger,Success,Planning,Thompson,0.9944,"[0.992, 0.996]",0.9676,"[0.963, 0.972]",0.026799999999999935,0.19723414388813965,9.861707194406984,7.753452201984915e-23,5,0.00023365578342516332,4.679482981656178,True,True
Tiger,Success,InfoGain-Tuned,Planning+IG,0.9944,"[0.992, 0.996]",0.9988,"[0.998, 1.000]",-0.0044000000000000705,-0.07563446417904787,-3.7817232089523936,0.00015665374336899617,5,0.07002218820222395,-1.4666666666666888,True,False
Tiger,Success,InfoGain-Tuned,EFE,0.9944,"[0.992, 0.996]",0.9944,"[0.992, 0.996]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Tiger,Success,InfoGain-Tuned,Thompson,0.9944,"[0.992, 0.996]",0.9676,"[0.963, 0.972]",0.026799999999999935,0.19723414388813965,9.861707194406984,7.753452201984915e-23,5,0.00023365578342516332,4.679482981656178,True,True
Tiger,Success,Planning+IG,EFE,0.9988,"[0.998, 1.000]",0.9944,"[0.992, 0.996]",0.0044000000000000705,0.07563446417904787,3.7817232089523936,0.00015665374336899617,5,0.07002218820222395,1.4666666666666888,True,False
Tiger,Success,Planning+IG,Thompson,0.9988,"[0.998, 1.000]",0.9676,"[0.963, 0.972]",0.031200000000000006,0.2445449321919952,12.22724660959976,3.895694790440571e-34,5,0.00044034044523522684,6.178520668174466,True,True
Tiger,Success,EFE,Thompson,0.9944,"[0.992, 0.996]",0.9676,"[0.963, 0.972]",0.026799999999999935,0.19723414388813965,9.861707194406984,7.753452201984915e-23,5,0.00023365578342516332,4.679482981656178,True,True
Tiger,Observations,Myopic,Planning,1.0,"[1.000, 1.000]",4.198,"[4.144, 4.253]",-3.1980000000000004,-2.3195980942875964,-115.97990471437983,0.0,5,2.638864327177835e-08,-77.65430469546301,True,True
Tiger,Observations,Myopic,InfoGain-Tuned,1.0,"[1.000, 1.000]",4.198,"[4.144, 4.253]",-3.1980000000000004,-2.3195980942875964,-115.97990471437983,0.0,5,2.638864327177835e-08,-77.65430469546301,True,True
Tiger,Observations,Myopic,Planning+IG,1.0,"[1.000, 1.000]",5.6568,"[5.592, 5.723]",-4.6568,-2.779761435423009,-138.98807177115043,0.0,5,2.7163052247537292e-08,-77.09468874168128,True,True
Tiger,Observations,Myopic,EFE,1.0,"[1.000, 1.000]",4.198,"[4.144, 4.253]",-3.1980000000000004,-2.3195980942875964,-115.97990471437983,0.0,5,2.638864327177835e-08,-77.65430469546301,True,True
Tiger,Observations,Myopic,Thompson,1.0,"[1.000, 1.000]",2.6448,"[2.609, 2.682]",-1.6448,-1.780805181252349,-89.04025906261745,0.0,5,1.6688448270841572e-07,-48.960187727161916,True,True
Tiger,Observations,Planning,InfoGain-Tuned,4.198,"[4.144, 4.253]",4.198,"[4.144, 4.253]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Tiger,Observations,Planning,Planning+IG,4.198,"[4.144, 4.253]",5.6568,"[5.592, 5.723]",-1.4587999999999992,-0.6723761373543768,-33.61880686771884,7.604412083485012e-235,5,7.373549030900237e-09,-19.95437598203063,True,True
Tiger,Observations,Planning,EFE,4.198,"[4.144, 4.253]",4.198,"[4.144, 4.253]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Tiger,Observations,Planning,Thompson,4.198,"[4.144, 4.253]",2.6448,"[2.609, 2.682]",1.5532000000000004,0.9359573059765197,46.79786529882598,0.0,5,1.1079391342458965e-10,29.22462212850884,True,True
Tiger,Observations,InfoGain-Tuned,Planning+IG,4.198,"[4.144, 4.253]",5.6568,"[5.592, 5.723]",-1.4587999999999992,-0.6723761373543768,-33.61880686771884,7.604412083485012e-235,5,7.373549030900237e-09,-19.95437598203063,True,True
Tiger,Observations,InfoGain-Tuned,EFE,4.198,"[4.144, 4.253]",4.198,"[4.144, 4.253]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Tiger,Observations,InfoGain-Tuned,Thompson,4.198,"[4.144, 4.253]",2.6448,"[2.609, 2.682]",1.5532000000000004,0.9359573059765197,46.79786529882598,0.0,5,1.1079391342458965e-10,29.22462212850884,True,True
Tiger,Observations,Planning+IG,EFE,5.6568,"[5.592, 5.723]",4.198,"[4.144, 4.253]",1.4587999999999992,0.6723761373543768,33.61880686771884,7.604412083485012e-235,5,7.373549030900237e-09,19.95437598203063,True,True
Tiger,Observations,Planning+IG,Thompson,5.6568,"[5.592, 5.723]",2.6448,"[2.609, 2.682]",3.0119999999999996,1.574493282699847,78.72466413499235,0.0,5,2.9689253560169843e-10,43.57809644565347,True,True
Tiger,Observations,EFE,Thompson,4.198,"[4.144, 4.253]",2.6448,"[2.609, 2.682]",1.5532000000000004,0.9359573059765197,46.79786529882598,0.0,5,1.1079391342458965e-10,29.22462212850884,True,True
Testbed,Reward,Myopic,Planning,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
Testbed,Reward,Myopic,InfoGain-Tuned,0.4268,"[0.404, 0.450]",0.011679999999999954,"[-0.003, 0.027]",0.41512000000000004,0.581237152950232,29.0618576475116,2.4608897467720578e-178,5,3.159126018358339e-08,17.214881049370092,True,True
Testbed,Reward,Myopic,Planning+IG,0.4268,"[0.404, 0.450]",0.011679999999999954,"[-0.003, 0.027]",0.41512000000000004,0.581237152950232,29.0618576475116,2.4608897467720578e-178,5,3.159126018358339e-08,17.214881049370092,True,True
Testbed,Reward,Myopic,EFE,0.4268,"[0.404, 0.450]",0.37556,"[0.361, 0.389]",0.05124000000000001,0.07330239945960199,3.6651199729800994,0.00024850262723267194,5,0.012190598400769284,2.285874188892467,True,False
Testbed,Reward,Myopic,Thompson,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
Testbed,Reward,Planning,InfoGain-Tuned,0.4804799999999999,"[0.463, 0.498]",0.011679999999999954,"[-0.003, 0.027]",0.46879999999999994,0.7911839169314618,39.559195846573104,0.0,5,1.4997244557254649e-10,25.701198185305106,True,True
Testbed,Reward,Planning,Planning+IG,0.4804799999999999,"[0.463, 0.498]",0.011679999999999954,"[-0.003, 0.027]",0.46879999999999994,0.7911839169314618,39.559195846573104,0.0,5,1.4997244557254649e-10,25.701198185305106,True,True
Testbed,Reward,Planning,EFE,0.4804799999999999,"[0.463, 0.498]",0.37556,"[0.361, 0.389]",0.1049199999999999,0.18274177167985173,9.137088583992588,7.661371684223747e-20,5,1.0683575774183727e-05,6.587157510474191,True,True
Testbed,Reward,Planning,Thompson,0.4804799999999999,"[0.463, 0.498]",0.4804799999999999,"[0.463, 0.498]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Testbed,Reward,InfoGain-Tuned,Planning+IG,0.011679999999999954,"[-0.003, 0.027]",0.011679999999999954,"[-0.003, 0.027]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Testbed,Reward,InfoGain-Tuned,EFE,0.011679999999999954,"[-0.003, 0.027]",0.37556,"[0.361, 0.389]",-0.36388000000000004,-0.6925229106242805,-34.62614553121402,3.1553143114626395e-248,5,1.7710704662862405e-09,-22.44804681718503,True,True
Testbed,Reward,InfoGain-Tuned,Thompson,0.011679999999999954,"[-0.003, 0.027]",0.4804799999999999,"[0.463, 0.498]",-0.46879999999999994,-0.7911839169314618,-39.559195846573104,0.0,5,1.4997244557254649e-10,-25.701198185305106,True,True
Testbed,Reward,Planning+IG,EFE,0.011679999999999954,"[-0.003, 0.027]",0.37556,"[0.361, 0.389]",-0.36388000000000004,-0.6925229106242805,-34.62614553121402,3.1553143114626395e-248,5,1.7710704662862405e-09,-22.44804681718503,True,True
Testbed,Reward,Planning+IG,Thompson,0.011679999999999954,"[-0.003, 0.027]",0.4804799999999999,"[0.463, 0.498]",-0.46879999999999994,-0.7911839169314618,-39.559195846573104,0.0,5,1.4997244557254649e-10,-25.701198185305106,True,True
Testbed,Reward,EFE,Thompson,0.37556,"[0.361, 0.389]",0.4804799999999999,"[0.463, 0.498]",-0.1049199999999999,-0.18274177167985173,-9.137088583992588,7.661371684223747e-20,5,1.0683575774183727e-05,-6.587157510474191,True,True
Testbed,Success,Myopic,Planning,0.7634,"[0.752, 0.775]",0.8978,"[0.889, 0.906]",-0.13440000000000007,-0.3641553818639587,-18.207769093197935,6.698547958617757e-73,5,9.153944162507409e-07,-11.461670511277594,True,True
Testbed,Success,Myopic,InfoGain-Tuned,0.7634,"[0.752, 0.775]",0.9952,"[0.993, 0.997]",-0.2318,-0.7612602898863854,-38.06301449431927,3.595712557184115e-296,5,2.6355061547254063e-06,-22.70258967469677,True,True
Testbed,Success,Myopic,Planning+IG,0.7634,"[0.752, 0.775]",0.9952,"[0.993, 0.997]",-0.2318,-0.7612602898863854,-38.06301449431927,3.595712557184115e-296,5,2.6355061547254063e-06,-22.70258967469677,True,True
Testbed,Success,Myopic,EFE,0.7634,"[0.752, 0.775]",0.9628,"[0.957, 0.968]",-0.19940000000000002,-0.6060819726632655,-30.304098633163274,4.548989920597275e-193,5,6.752825653376621e-07,-18.395272288095946,True,True
Testbed,Success,Myopic,Thompson,0.7634,"[0.752, 0.775]",0.8978,"[0.889, 0.906]",-0.13440000000000007,-0.3641553818639587,-18.207769093197935,6.698547958617757e-73,5,9.153944162507409e-07,-11.461670511277594,True,True
Testbed,Success,Planning,InfoGain-Tuned,0.8978,"[0.889, 0.906]",0.9952,"[0.993, 0.997]",-0.09739999999999993,-0.44329680262842325,-22.16484013142117,2.6538392356838185e-106,5,6.414386321836392e-06,-16.132816370998473,True,True
Testbed,Success,Planning,Planning+IG,0.8978,"[0.889, 0.906]",0.9952,"[0.993, 0.997]",-0.09739999999999993,-0.44329680262842325,-22.16484013142117,2.6538392356838185e-106,5,6.414386321836392e-06,-16.132816370998473,True,True
Testbed,Success,Planning,EFE,0.8978,"[0.889, 0.906]",0.9628,"[0.957, 0.968]",-0.06499999999999995,-0.25734065146475554,-12.867032573237779,1.3703718747710116e-37,5,1.9829038993794364e-06,-9.220090040892932,True,True
Testbed,Success,Planning,Thompson,0.8978,"[0.889, 0.906]",0.8978,"[0.889, 0.906]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Testbed,Success,InfoGain-Tuned,Planning+IG,0.9952,"[0.993, 0.997]",0.9952,"[0.993, 0.997]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Testbed,Success,InfoGain-Tuned,EFE,0.9952,"[0.993, 0.997]",0.9628,"[0.957, 0.968]",0.032399999999999984,0.22739994637717084,11.369997318858541,8.98450276914414e-30,5,6.755241474480436e-05,7.988441498088904,True,True
Testbed,Success,InfoGain-Tuned,Thompson,0.9952,"[0.993, 0.997]",0.8978,"[0.889, 0.906]",0.09739999999999993,0.44329680262842325,22.16484013142117,2.6538392356838185e-106,5,6.414386321836392e-06,16.132816370998473,True,True
Testbed,Success,Planning+IG,EFE,0.9952,"[0.993, 0.997]",0.9628,"[0.957, 0.968]",0.032399999999999984,0.22739994637717084,11.369997318858541,8.98450276914414e-30,5,6.755241474480436e-05,7.988441498088904,True,True
Testbed,Success,Planning+IG,Thompson,0.9952,"[0.993, 0.997]",0.8978,"[0.889, 0.906]",0.09739999999999993,0.44329680262842325,22.16484013142117,2.6538392356838185e-106,5,6.414386321836392e-06,16.132816370998473,True,True
Testbed,Success,EFE,Thompson,0.9628,"[0.957, 0.968]",0.8978,"[0.889, 0.906]",0.06499999999999995,0.25734065146475554,12.867032573237779,1.3703718747710116e-37,5,1.9829038993794364e-06,9.220090040892932,True,True
Testbed,Observations,Myopic,Planning,1.0,"[1.000, 1.000]",3.1512,"[3.097, 3.204]",-2.1512,-1.5796565213265912,-78.98282606632955,0.0,5,2.141872853532037e-09,-145.49756005411845,True,True
Testbed,Observations,Myopic,InfoGain-Tuned,1.0,"[1.000, 1.000]",9.7872,"[9.642, 9.936]",-8.7872,-2.354122482662461,-117.70612413312305,0.0,5,3.947862521129228e-08,-70.21317027592573,True,True
Testbed,Observations,Myopic,Planning+IG,1.0,"[1.000, 1.000]",9.7872,"[9.642, 9.936]",-8.7872,-2.354122482662461,-117.70612413312305,0.0,5,3.947862521129228e-08,-70.21317027592573,True,True
Testbed,Observations,Myopic,EFE,1.0,"[1.000, 1.000]",5.5004,"[5.408, 5.595]",-4.5004,-1.8864108576276335,-94.32054288138168,0.0,5,6.060420264140636e-09,-112.18095103922806,True,True
Testbed,Observations,Myopic,Thompson,1.0,"[1.000, 1.000]",3.1512,"[3.097, 3.204]",-2.1512,-1.5796565213265912,-78.98282606632955,0.0,5,2.141872853532037e-09,-145.49756005411845,True,True
Testbed,Observations,Planning,InfoGain-Tuned,3.1512,"[3.097, 3.204]",9.7872,"[9.642, 9.936]",-6.636000000000001,-1.670128564305064,-83.50642821525321,0.0,5,8.60015815258188e-08,-52.658043606430105,True,True
Testbed,Observations,Planning,Planning+IG,3.1512,"[3.097, 3.204]",9.7872,"[9.642, 9.936]",-6.636000000000001,-1.670128564305064,-83.50642821525321,0.0,5,8.60015815258188e-08,-52.658043606430105,True,True
Testbed,Observations,Planning,EFE,3.1512,"[3.097, 3.204]",5.5004,"[5.408, 5.595]",-2.3492,-0.8551835438432831,-42.75917719216415,0.0,5,3.0817834029667212e-09,-54.9454704818972,True,True
Testbed,Observations,Planning,Thompson,3.1512,"[3.097, 3.204]",3.1512,"[3.097, 3.204]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Testbed,Observations,InfoGain-Tuned,Planning+IG,9.7872,"[9.642, 9.936]",9.7872,"[9.642, 9.936]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
Testbed,Observations,InfoGain-Tuned,EFE,9.7872,"[9.642, 9.936]",5.5004,"[5.408, 5.595]",4.2868,0.9676852271084958,48.38426135542479,0.0,5,8.639375255721034e-08,32.61834390991766,True,True
Testbed,Observations,InfoGain-Tuned,Thompson,9.7872,"[9.642, 9.936]",3.1512,"[3.097, 3.204]",6.636000000000001,1.670128564305064,83.50642821525321,0.0,5,8.60015815258188e-08,52.658043606430105,True,True
Testbed,Observations,Planning+IG,EFE,9.7872,"[9.642, 9.936]",5.5004,"[5.408, 5.595]",4.2868,0.9676852271084958,48.38426135542479,0.0,5,8.639375255721034e-08,32.61834390991766,True,True
Testbed,Observations,Planning+IG,Thompson,9.7872,"[9.642, 9.936]",3.1512,"[3.097, 3.204]",6.636000000000001,1.670128564305064,83.50642821525321,0.0,5,8.60015815258188e-08,52.658043606430105,True,True
Testbed,Observations,EFE,Thompson,5.5004,"[5.408, 5.595]",3.1512,"[3.097, 3.204]",2.3492,0.8551835438432831,42.75917719216415,0.0,5,3.0817834029667212e-09,54.9454704818972,True,True
Diagnosis,Reward,Myopic,Planning,-13.168,"[-13.960, -12.364]",-2.5656,"[-3.112, -2.046]",-10.6024,-0.4354516497994443,-21.772582489972216,1.0031748210372054e-102,5,1.328855874077028e-05,-10.998260954439964,True,True
Diagnosis,Reward,Myopic,InfoGain-Tuned,-13.168,"[-13.960, -12.364]",-3.5772,"[-3.765, -3.398]",-9.5908,-0.4605920048588513,-23.029600242942568,2.157823813011032e-114,5,5.549874427855873e-05,-10.366351193134292,True,True
Diagnosis,Reward,Myopic,Planning+IG,-13.168,"[-13.960, -12.364]",-3.6556,"[-3.855, -3.467]",-9.5124,-0.4554695127400381,-22.773475637001905,5.7418835485139595e-112,5,5.007597810441123e-05,-10.221697731395953,True,True
Diagnosis,Reward,Myopic,EFE,-13.168,"[-13.960, -12.364]",-1.3688,"[-1.667, -1.085]",-11.799199999999999,-0.5455071269102281,-27.2753563455114,4.606370936850145e-158,5,1.0037357694812032e-05,-12.353709598483958,True,True
Diagnosis,Reward,Myopic,Thompson,-13.168,"[-13.960, -12.364]",-2.78,"[-3.326, -2.249]",-10.388,-0.42470525325317243,-21.23526266265862,6.425246632351985e-98,5,4.0508350218063035e-06,-10.142447020740185,True,True
Diagnosis,Reward,Planning,InfoGain-Tuned,-2.5656,"[-3.112, -2.046]",-3.5772,"[-3.765, -3.398]",1.0116,0.07078192106010965,3.539096053005483,0.00040332288486798,5,0.0038978443597629336,2.9256306686847036,True,True
Diagnosis,Reward,Planning,Planning+IG,-2.5656,"[-3.112, -2.046]",-3.6556,"[-3.855, -3.467]",1.0900000000000003,0.07578892676038658,3.7894463380193297,0.00015186973061752634,5,0.0024876882892306443,3.0275231588362925,True,True
Diagnosis,Reward,Planning,EFE,-2.5656,"[-3.112, -2.046]",-1.3688,"[-1.667, -1.085]",-1.1967999999999999,-0.07749323348390513,-3.874661674195257,0.00010745464950878121,5,0.0020157858667028883,-2.854122587118407,True,True
Diagnosis,Reward,Planning,Thompson,-2.5656,"[-3.112, -2.046]",-2.78,"[-3.326, -2.249]",0.21439999999999992,0.011162343043144578,0.5581171521572289,0.576776886063676,5,0.5635003364015083,0.383471237457781,False,False
Diagnosis,Reward,InfoGain-Tuned,Planning+IG,-3.5772,"[-3.765, -3.398]",-3.6556,"[-3.855, -3.467]",0.07840000000000025,0.01136312616829681,0.5681563084148404,0.5699415952665341,5,0.6159051883748707,0.3304723737874494,False,False
Diagnosis,Reward,InfoGain-Tuned,EFE,-3.5772,"[-3.765, -3.398]",-1.3688,"[-1.667, -1.085]",-2.2084,-0.2480332899036225,-12.401664495181125,4.6316686214182527e-35,5,2.9938157526761082e-05,-6.898178838397165,True,True
Diagnosis,Reward,InfoGain-Tuned,Thompson,-3.5772,"[-3.765, -3.398]",-2.78,"[-3.326, -2.249]",-0.7972000000000001,-0.0550532587391883,-2.752662936959415,0.005921935449465273,5,0.0511093898087639,-1.6298072080912167,True,False
Diagnosis,Reward,Planning+IG,EFE,-3.6556,"[-3.855, -3.467]",-1.3688,"[-1.667, -1.085]",-2.2868000000000004,-0.25274594454864296,-12.637297227432148,2.491141795716123e-36,5,1.527341719342747e-05,-6.816254342685721,True,True
Diagnosis,Reward,Planning+IG,Thompson,-3.6556,"[-3.855, -3.467]",-2.78,"[-3.326, -2.249]",-0.8756000000000004,-0.0600976662816848,-3.00488331408424,0.002663414114686641,5,0.037615141715784034,-1.7535886116151485,True,False
Diagnosis,Reward,EFE,Thompson,-1.3688,"[-1.667, -1.085]",-2.78,"[-3.326, -2.249]",1.4111999999999998,0.09035293547370642,4.51764677368532,6.3247802178590605e-06,5,0.005177181312966254,2.5959006955601986,True,True
Diagnosis,Success,Myopic,Planning,0.6472,"[0.634, 0.661]",0.8882,"[0.879, 0.897]",-0.241,-0.5953808206966295,-29.76904103483147,1.1666282706288076e-186,5,3.6220863649055596e-06,-15.108307483003584,True,True
Diagnosis,Success,Myopic,InfoGain-Tuned,0.6472,"[0.634, 0.661]",0.9936,"[0.991, 0.996]",-0.34640000000000004,-1.0111161439790144,-50.55580719895072,0.0,5,3.3751649286306814e-06,-22.742274171303933,True,True
Diagnosis,Success,Myopic,Planning+IG,0.6472,"[0.634, 0.661]",0.9918,"[0.989, 0.994]",-0.3446,-1.0020824967117652,-50.10412483558826,0.0,5,2.7982769159159325e-06,-22.49358759166548,True,True
Diagnosis,Success,Myopic,EFE,0.6472,"[0.634, 0.661]",0.9716,"[0.967, 0.976]",-0.3244,-0.9067666618910603,-45.338333094553015,0.0,5,1.232784906194194e-06,-20.53740514329986,True,True
Diagnosis,Success,Myopic,Thompson,0.6472,"[0.634, 0.661]",0.8842,"[0.875, 0.893]",-0.237,-0.5827577070172553,-29.137885350862767,3.193321312156255e-179,5,4.850256776692598e-07,-13.71294501792424,True,True
Diagnosis,Success,Planning,InfoGain-Tuned,0.8882,"[0.879, 0.897]",0.9936,"[0.991, 0.996]",-0.10540000000000005,-0.45851894320199427,-22.92594716009971,2.0813853250513375e-113,5,2.5226046956669253e-06,-21.627623661955038,True,True
Diagnosis,Success,Planning,Planning+IG,0.8882,"[0.879, 0.897]",0.9918,"[0.989, 0.994]",-0.10360000000000003,-0.4469525472778949,-22.347627363894745,5.459027502838175e-108,5,4.220669839775538e-07,-20.144055866867635,True,True
Diagnosis,Success,Planning,EFE,0.8882,"[0.879, 0.897]",0.9716,"[0.967, 0.976]",-0.08340000000000003,-0.3310676366836444,-16.553381834182222,9.69704753206423e-61,5,3.9580488602464834e-08,-12.985362388614215,True,True
Diagnosis,Success,Planning,Thompson,0.8882,"[0.879, 0.897]",0.8842,"[0.875, 0.893]",0.0040000000000000036,0.012594709839479913,0.6297354919739957,0.5288820474109868,5,0.5290784112419613,0.42058686525099614,False,False
Diagnosis,Success,InfoGain-Tuned,Planning+IG,0.9936,"[0.991, 0.996]",0.9918,"[0.989, 0.994]",0.0018000000000000238,0.02114379323932963,1.0571896619664816,0.29045057978206235,5,0.20892865801059954,0.9000000000000666,False,False
Diagnosis,Success,InfoGain-Tuned,EFE,0.9936,"[0.991, 0.996]",0.9716,"[0.967, 0.976]",0.02200000000000002,0.1688334495141004,8.441672475705019,3.56226405637376e-17,5,0.0009745858677390519,5.073921644158842,True,True
Diagnosis,Success,InfoGain-Tuned,Thompson,0.9936,"[0.991, 0.996]",0.8842,"[0.875, 0.893]",0.10940000000000005,0.4691108213550804,23.455541067754023,1.7677315344371634e-118,5,2.6234331521714394e-05,13.266698689487393,True,True
Diagnosis,Success,Planning+IG,EFE,0.9918,"[0.989, 0.994]",0.9716,"[0.967, 0.976]",0.020199999999999996,0.15112263622014724,7.556131811007362,4.516325373778909e-14,5,0.0007058050052275903,4.35644403741886,True,True
Diagnosis,Success,Planning+IG,Thompson,0.9918,"[0.989, 0.994]",0.8842,"[0.875, 0.893]",0.10760000000000003,0.45767508116393,22.8837540581965,5.22272886304183e-113,5,1.6538312510317656e-05,12.796834827895768,True,True
Diagnosis,Success,EFE,Thompson,0.9716,"[0.967, 0.976]",0.8842,"[0.875, 0.893]",0.08740000000000003,0.34279808102970877,17.13990405148544,6.2992847593634065e-65,5,5.571927862829802e-06,9.452101471219093,True,True
Diagnosis,Observations,Myopic,Planning,2.0,"[2.000, 2.000]",5.8576,"[5.796, 5.923]",-3.8575999999999997,-2.3532459178964453,-117.6622958948223,0.0,5,1.237505075326842e-07,-52.76270935362415,True,True
Diagnosis,Observations,Myopic,InfoGain-Tuned,2.0,"[2.000, 2.000]",13.1932,"[13.066, 13.323]",-11.1932,-3.3988920010052834,-169.94460005026417,0.0,5,2.3066346587624955e-08,-80.31158953841042,True,True
