env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,significant_hb
TILEWORLD EXPERIMENT (6x6),Observations,Myopic,Planning,0.0,"[0.000, 0.000]",15.6828,"[15.527, 15.840]",-15.6828,-5.550856360928162,-196.25240871023922,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Myopic,InfoGain,0.0,"[0.000, 0.000]",5.2092,"[5.182, 5.237]",-5.2092,-10.571422966829646,-373.75624333182265,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Myopic,InfoGain-Tuned,0.0,"[0.000, 0.000]",32.322,"[31.993, 32.660]",-32.322,-5.337019425876979,-188.6921313680973,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Myopic,Planning+IG,0.0,"[0.000, 0.000]",33.3772,"[33.049, 33.705]",-33.3772,-5.633388868113498,-199.17037348519318,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Myopic,EpistemicOnly,0.0,"[0.000, 0.000]",200.0,"[200.000, 200.000]",-200.0,0.0,-inf,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Myopic,EFE,0.0,"[0.000, 0.000]",14.8144,"[14.652, 14.978]",-14.8144,-5.014987126526607,-177.30657023651008,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning,InfoGain,15.6828,"[15.527, 15.840]",5.2092,"[5.182, 5.237]",10.473600000000001,3.6519548156854924,129.11610073790402,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning,InfoGain-Tuned,15.6828,"[15.527, 15.840]",32.322,"[31.993, 32.660]",-16.639200000000002,-2.4898573918179734,-88.02975229709699,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning,Planning+IG,15.6828,"[15.527, 15.840]",33.3772,"[33.049, 33.705]",-17.6944,-2.6956580167886615,-95.30590317155713,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning,EpistemicOnly,15.6828,"[15.527, 15.840]",200.0,"[200.000, 200.000]",-184.3172,-65.23824202619865,-2306.520166470714,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning,EFE,15.6828,"[15.527, 15.840]",14.8144,"[14.652, 14.978]",0.8684000000000012,0.21244690563105034,7.511132380690712,6.903625980877634e-14,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain,InfoGain-Tuned,5.2092,"[5.182, 5.237]",32.322,"[31.993, 32.660]",-27.112800000000004,-4.462128680817629,-157.76007243665643,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain,Planning+IG,5.2092,"[5.182, 5.237]",33.3772,"[33.049, 33.705]",-28.168000000000003,-4.737825005708402,-167.5074094805802,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain,EpistemicOnly,5.2092,"[5.182, 5.237]",200.0,"[200.000, 200.000]",-194.7908,-395.30368134207174,-13976.09568524925,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain,EFE,5.2092,"[5.182, 5.237]",14.8144,"[14.652, 14.978]",-9.6052,-3.207247119810738,-113.3933093679598,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain-Tuned,Planning+IG,32.322,"[31.993, 32.660]",33.3772,"[33.049, 33.705]",-1.0551999999999992,-0.12454543668248935,-4.403346142201401,1.0881874174429544e-05,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain-Tuned,EpistemicOnly,32.322,"[31.993, 32.660]",200.0,"[200.000, 200.000]",-167.678,-27.687047314281294,-978.8849453480544,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,InfoGain-Tuned,EFE,32.322,"[31.993, 32.660]",14.8144,"[14.652, 14.978]",17.507600000000004,2.5982504609059824,91.86202600638464,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning+IG,EpistemicOnly,33.3772,"[33.049, 33.705]",200.0,"[200.000, 200.000]",-166.62279999999998,-28.122521562440877,-994.2812850433422,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,Planning+IG,EFE,33.3772,"[33.049, 33.705]",14.8144,"[14.652, 14.978]",18.562800000000003,2.803851013319769,99.13110324775909,0.0,True
TILEWORLD EXPERIMENT (6x6),Observations,EpistemicOnly,EFE,200.0,"[200.000, 200.000]",14.8144,"[14.652, 14.978]",185.1856,62.689234799796516,2216.3991517165905,0.0,True
