env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,significant_hb
InfoSeeking,Reward,InfoGain,InfoGain-Tuned,0.4723,"[0.460, 0.485]",0.0038599999999999524,"[-0.007, 0.014]",0.46844,0.7919485399397328,55.99921829421705,0.0,True
InfoSeeking,Reward,InfoGain,Planning+IG,0.4723,"[0.460, 0.485]",-0.20114000000000012,"[-0.213, -0.189]",0.6734400000000001,1.0829243866147564,76.57431772875766,0.0,True
InfoSeeking,Reward,InfoGain,EpistemicOnly,0.4723,"[0.460, 0.485]",0.4832,"[0.471, 0.496]",-0.01090000000000002,-0.017173735758768682,-1.2143665013331233,0.2246221409127331,False
InfoSeeking,Reward,InfoGain,EFE,0.4723,"[0.460, 0.485]",0.36550000000000005,"[0.355, 0.376]",0.10679999999999995,0.18185271721736518,12.858928952159854,1.0809779351289938e-37,True
InfoSeeking,Reward,InfoGain,Thompson,0.4723,"[0.460, 0.485]",0.47856000000000004,"[0.466, 0.491]",-0.006260000000000043,-0.0098007066345667,-0.6930146121722102,0.4883084294513752,False
InfoSeeking,Reward,InfoGain,PyMDP-AIF,0.4723,"[0.460, 0.485]",0.47456000000000004,"[0.462, 0.487]",-0.0022600000000000398,-0.0035394100319060167,-0.2502740834960439,0.8023779681286928,False
InfoSeeking,Reward,InfoGain-Tuned,Planning+IG,0.0038599999999999524,"[-0.007, 0.014]",-0.20114000000000012,"[-0.213, -0.189]",0.20500000000000007,0.35989159871870663,25.448178994606526,1.2730912965596547e-140,True
InfoSeeking,Reward,InfoGain-Tuned,EpistemicOnly,0.0038599999999999524,"[-0.007, 0.014]",0.4832,"[0.471, 0.496]",-0.47934000000000004,-0.8213737208583327,-58.07989279073535,0.0,True
InfoSeeking,Reward,InfoGain-Tuned,EFE,0.0038599999999999524,"[-0.007, 0.014]",0.36550000000000005,"[0.355, 0.376]",-0.3616400000000001,-0.6802292097507969,-48.09946869759549,0.0,True
InfoSeeking,Reward,InfoGain-Tuned,Thompson,0.0038599999999999524,"[-0.007, 0.014]",0.47856000000000004,"[0.466, 0.491]",-0.47470000000000007,-0.8073487876694979,-57.088180254384014,0.0,True
InfoSeeking,Reward,InfoGain-Tuned,PyMDP-AIF,0.0038599999999999524,"[-0.007, 0.014]",0.47456000000000004,"[0.462, 0.487]",-0.47070000000000006,-0.8008490372498506,-56.62857849460873,0.0,True
InfoSeeking,Reward,Planning+IG,EpistemicOnly,-0.20114000000000012,"[-0.213, -0.189]",0.4832,"[0.471, 0.496]",-0.6843400000000002,-1.113937019530016,-78.7672420324406,0.0,True
InfoSeeking,Reward,Planning+IG,EFE,-0.20114000000000012,"[-0.213, -0.189]",0.36550000000000005,"[0.355, 0.376]",-0.5666400000000001,-1.0024800918856362,-70.88604709768467,0.0,True
InfoSeeking,Reward,Planning+IG,Thompson,-0.20114000000000012,"[-0.213, -0.189]",0.47856000000000004,"[0.466, 0.491]",-0.6797000000000002,-1.0989210339510644,-77.70545150953298,0.0,True
InfoSeeking,Reward,Planning+IG,PyMDP-AIF,-0.20114000000000012,"[-0.213, -0.189]",0.47456000000000004,"[0.462, 0.487]",-0.6757000000000002,-1.0928279133036027,-77.27460281669218,0.0,True
InfoSeeking,Reward,EpistemicOnly,EFE,0.4832,"[0.471, 0.496]",0.36550000000000005,"[0.355, 0.376]",0.11769999999999997,0.2031723649291353,14.366455699109949,1.4332435245932927e-46,True
InfoSeeking,Reward,EpistemicOnly,Thompson,0.4832,"[0.471, 0.496]",0.47856000000000004,"[0.466, 0.491]",0.0046399999999999775,0.0073487216222856,0.5196330892170354,0.6033250820692793,False
InfoSeeking,Reward,EpistemicOnly,PyMDP-AIF,0.4832,"[0.471, 0.496]",0.47456000000000004,"[0.462, 0.487]",0.008639999999999981,0.013688321429342338,0.9679104905749101,0.33310078000122334,False
InfoSeeking,Reward,EFE,Thompson,0.36550000000000005,"[0.355, 0.376]",0.47856000000000004,"[0.466, 0.491]",-0.11306,-0.19368418629155984,-13.695540153536053,1.6791372031330682e-42,True
InfoSeeking,Reward,EFE,PyMDP-AIF,0.36550000000000005,"[0.355, 0.376]",0.47456000000000004,"[0.462, 0.487]",-0.10905999999999999,-0.18690355788684027,-13.216077320967717,1.039887757340917e-39,True
InfoSeeking,Reward,Thompson,PyMDP-AIF,0.47856000000000004,"[0.466, 0.491]",0.47456000000000004,"[0.462, 0.487]",0.0040000000000000036,0.0062966683551146105,0.4452416892784285,0.6561499214342484,False
InfoSeeking,Success,Myopic,Planning,0.7498,"[0.741, 0.758]",0.8968,"[0.891, 0.903]",-0.14700000000000002,-0.3927493910968843,-27.771575775149437,1.3732391469165012e-166,True
InfoSeeking,Success,Myopic,InfoGain,0.7498,"[0.741, 0.758]",0.8969,"[0.891, 0.903]",-0.1471,-0.3930722526969104,-27.794405537825753,7.450354797610449e-167,True
InfoSeeking,Success,Myopic,InfoGain-Tuned,0.7498,"[0.741, 0.758]",0.9964,"[0.995, 0.998]",-0.24659999999999993,-0.797548633036902,-56.39520467464548,0.0,True
InfoSeeking,Success,Myopic,Planning+IG,0.7498,"[0.741, 0.758]",0.9978,"[0.997, 0.999]",-0.248,-0.8050121626212717,-56.92295591271491,0.0,True
InfoSeeking,Success,Myopic,EpistemicOnly,0.7498,"[0.741, 0.758]",0.9009,"[0.895, 0.907]",-0.1511,-0.4060809532021852,-28.714259571996223,1.0109958902664105e-177,True
InfoSeeking,Success,Myopic,EFE,0.7498,"[0.741, 0.758]",0.9615,"[0.958, 0.965]",-0.2117,-0.6316727504796462,-44.666008535491585,0.0,True
InfoSeeking,Success,Myopic,Thompson,0.7498,"[0.741, 0.758]",0.898,"[0.892, 0.904]",-0.1482,-0.3966312428452262,-28.04606414463078,8.538795155697527e-170,True
InfoSeeking,Success,Myopic,PyMDP-AIF,0.7498,"[0.741, 0.758]",0.8978,"[0.892, 0.904]",-0.14800000000000002,-0.3959831259207568,-28.00023535740137,2.942751973509392e-169,True
InfoSeeking,Success,Planning,InfoGain,0.8968,"[0.891, 0.903]",0.8969,"[0.891, 0.903]",-9.999999999998899e-05,-0.00032876363049882533,-0.023247099253322783,0.9814534009146418,False
InfoSeeking,Success,Planning,InfoGain-Tuned,0.8968,"[0.891, 0.903]",0.9964,"[0.995, 0.998]",-0.09959999999999991,-0.4542634441936292,-32.1212761834472,8.842750477477757e-221,True
InfoSeeking,Success,Planning,Planning+IG,0.8968,"[0.891, 0.903]",0.9978,"[0.997, 0.999]",-0.10099999999999998,-0.4640199886276988,-32.81116805647505,4.983347359063301e-230,True
InfoSeeking,Success,Planning,EpistemicOnly,0.8968,"[0.891, 0.903]",0.9009,"[0.895, 0.907]",-0.0040999999999999925,-0.01359707907783381,-0.9614586820266017,0.3363332155602712,False
InfoSeeking,Success,Planning,EFE,0.8968,"[0.891, 0.903]",0.9615,"[0.958, 0.965]",-0.06469999999999998,-0.25418475887914177,-17.973576667770864,1.150051856767447e-71,True
InfoSeeking,Success,Planning,Thompson,0.8968,"[0.891, 0.903]",0.898,"[0.892, 0.904]",-0.0011999999999999789,-0.003954518997971925,-0.27962671997969796,0.7797667968961186,False
InfoSeeking,Success,Planning,PyMDP-AIF,0.8968,"[0.891, 0.903]",0.8978,"[0.892, 0.904]",-0.0010000000000000009,-0.003294009274445307,-0.2329216295251655,0.8158246461540888,False
InfoSeeking,Success,InfoGain,InfoGain-Tuned,0.8969,"[0.891, 0.903]",0.9964,"[0.995, 0.998]",-0.09949999999999992,-0.45399480286960003,-32.10228037325441,1.5803599961144094e-220,True
InfoSeeking,Success,InfoGain,Planning+IG,0.8969,"[0.891, 0.903]",0.9978,"[0.997, 0.999]",-0.10089999999999999,-0.4637548526517579,-32.792420111822615,8.937102889852714e-230,True
InfoSeeking,Success,InfoGain,EpistemicOnly,0.8969,"[0.891, 0.903]",0.9009,"[0.895, 0.907]",-0.0040000000000000036,-0.013268339194569696,-0.9382132619563485,0.3481461551243993,False
InfoSeeking,Success,InfoGain,EFE,0.8969,"[0.891, 0.903]",0.9615,"[0.958, 0.965]",-0.06459999999999999,-0.253869661367468,-17.951295909046912,1.7072472604781048e-71,True
InfoSeeking,Success,InfoGain,Thompson,0.8969,"[0.891, 0.903]",0.898,"[0.892, 0.904]",-0.0010999999999999899,-0.0036257572143173437,-0.2563797513179841,0.7976602588155536,False
InfoSeeking,Success,InfoGain,PyMDP-AIF,0.8969,"[0.891, 0.903]",0.8978,"[0.892, 0.904]",-0.0009000000000000119,-0.0029652469001934796,-0.2096746191019199,0.8339237720848383,False
InfoSeeking,Success,InfoGain-Tuned,Planning+IG,0.9964,"[0.995, 0.998]",0.9978,"[0.997, 0.999]",-0.0014000000000000679,-0.026036029983866758,-1.8410253356768462,0.06563264956133102,False
InfoSeeking,Success,InfoGain-Tuned,EpistemicOnly,0.9964,"[0.995, 0.998]",0.9009,"[0.895, 0.907]",0.09549999999999992,0.4431673391505424,31.336663071374712,1.779405838857262e-210,True
InfoSeeking,Success,InfoGain-Tuned,EFE,0.9964,"[0.995, 0.998]",0.9615,"[0.958, 0.965]",0.03489999999999993,0.24492328437410185,17.318691525140864,1.0430461242583425e-66,True
InfoSeeking,Success,InfoGain-Tuned,Thompson,0.9964,"[0.995, 0.998]",0.898,"[0.892, 0.904]",0.09839999999999993,0.45103328705487805,31.892869581736292,9.327650500277474e-218,True
InfoSeeking,Success,InfoGain-Tuned,PyMDP-AIF,0.9964,"[0.995, 0.998]",0.8978,"[0.892, 0.904]",0.09859999999999991,0.4515726312473816,31.931006975327577,2.926429667122407e-218,True
InfoSeeking,Success,Planning+IG,EpistemicOnly,0.9978,"[0.997, 0.999]",0.9009,"[0.895, 0.907]",0.09689999999999999,0.4530721768613047,32.03704086255793,1.1582051471685592e-219,True
InfoSeeking,Success,Planning+IG,EFE,0.9978,"[0.997, 0.999]",0.9615,"[0.958, 0.965]",0.0363,0.2592300661981285,18.330333769613432,1.9299289749711645e-74,True
InfoSeeking,Success,Planning+IG,Thompson,0.9978,"[0.997, 0.999]",0.898,"[0.892, 0.904]",0.0998,0.46083225572634273,32.585761301359014,5.480888867061932e-227,True
InfoSeeking,Success,Planning+IG,PyMDP-AIF,0.9978,"[0.997, 0.999]",0.8978,"[0.892, 0.904]",0.09999999999999998,0.461364474287028,32.623394836692405,1.7075885222434033e-227,True
InfoSeeking,Success,EpistemicOnly,EFE,0.9009,"[0.895, 0.907]",0.9615,"[0.958, 0.965]",-0.06059999999999999,-0.24114013073161694,-17.051182165653692,9.825920994561663e-65,True
InfoSeeking,Success,EpistemicOnly,Thompson,0.9009,"[0.895, 0.907]",0.898,"[0.892, 0.904]",0.0029000000000000137,0.00964276937146361,0.6818467611979863,0.49534374898030153,False
InfoSeeking,Success,EpistemicOnly,PyMDP-AIF,0.9009,"[0.895, 0.907]",0.8978,"[0.892, 0.904]",0.0030999999999999917,0.010303255802620797,0.7285502046332811,0.46628537890381605,False
InfoSeeking,Success,EFE,Thompson,0.9615,"[0.958, 0.965]",0.898,"[0.892, 0.904]",0.0635,0.25039364757217103,17.705504616431668,1.2926578740099165e-69,True
InfoSeeking,Success,EFE,PyMDP-AIF,0.9615,"[0.958, 0.965]",0.8978,"[0.892, 0.904]",0.06369999999999998,0.2510270135681273,17.750290355503026,5.901116557534943e-70,True
InfoSeeking,Success,Thompson,PyMDP-AIF,0.898,"[0.892, 0.904]",0.8978,"[0.892, 0.904]",0.00019999999999997797,0.0006605131171708003,0.04670533042141376,0.9627485482913913,False
InfoSeeking,Observations,Myopic,Planning,1.0,"[1.000, 1.000]",3.1602,"[3.123, 3.198]",-2.1602,-1.5959280451765612,-112.84915430301372,0.0,True
InfoSeeking,Observations,Myopic,InfoGain,1.0,"[1.000, 1.000]",3.215,"[3.177, 3.254]",-2.215,-1.572431025448386,-111.18766410426704,0.0,True
InfoSeeking,Observations,Myopic,InfoGain-Tuned,1.0,"[1.000, 1.000]",9.8894,"[9.788, 9.992]",-8.8894,-2.395093792776721,-169.3587062450227,0.0,True
InfoSeeking,Observations,Myopic,Planning+IG,1.0,"[1.000, 1.000]",11.9674,"[11.850, 12.087]",-10.9674,-2.611505397672497,-184.6613175799494,0.0,True
InfoSeeking,Observations,Myopic,EpistemicOnly,1.0,"[1.000, 1.000]",3.186,"[3.148, 3.224]",-2.186,-1.5988655338968918,-113.0568661223942,0.0,True
InfoSeeking,Observations,Myopic,EFE,1.0,"[1.000, 1.000]",5.575,"[5.508, 5.645]",-4.575,-1.8723782340300354,-132.39713462287307,0.0,True
InfoSeeking,Observations,Myopic,Thompson,1.0,"[1.000, 1.000]",3.1744,"[3.137, 3.212]",-2.1744,-1.6006519366193117,-113.18318387028953,0.0,True
InfoSeeking,Observations,Myopic,PyMDP-AIF,1.0,"[1.000, 1.000]",3.2104,"[3.172, 3.250]",-2.2104,-1.576581394918422,-111.48113954393625,0.0,True
InfoSeeking,Observations,Planning,InfoGain,3.1602,"[3.123, 3.198]",3.215,"[3.177, 3.254]",-0.05479999999999974,-0.028051203745376556,-1.9835196388801242,0.04732306887013817,False
InfoSeeking,Observations,Planning,InfoGain-Tuned,3.1602,"[3.123, 3.198]",9.8894,"[9.788, 9.992]",-6.7292000000000005,-1.7033268064522573,-120.44339354192171,0.0,True
InfoSeeking,Observations,Planning,Planning+IG,3.1602,"[3.123, 3.198]",11.9674,"[11.850, 12.087]",-8.8072,-1.9960158669002743,-141.13963548411292,0.0,True
InfoSeeking,Observations,Planning,EpistemicOnly,3.1602,"[3.123, 3.198]",3.186,"[3.148, 3.224]",-0.025799999999999823,-0.013410171800896535,-0.9482423417290556,0.3430175544834314,False
InfoSeeking,Observations,Planning,EFE,3.1602,"[3.123, 3.198]",5.575,"[5.508, 5.645]",-2.4148,-0.864502129437411,-61.12953180754037,0.0,True
InfoSeeking,Observations,Planning,Thompson,3.1602,"[3.123, 3.198]",3.1744,"[3.137, 3.212]",-0.014199999999999768,-0.00740474909353959,-0.5235948297026785,0.6005661803388536,False
InfoSeeking,Observations,Planning,PyMDP-AIF,3.1602,"[3.123, 3.198]",3.2104,"[3.172, 3.250]",-0.0501999999999998,-0.02575946801995128,-1.821469451666556,0.06855045881344617,False
InfoSeeking,Observations,InfoGain,InfoGain-Tuned,3.215,"[3.177, 3.254]",9.8894,"[9.788, 9.992]",-6.6744,-1.6812812199937337,-118.88453517391606,0.0,True
InfoSeeking,Observations,InfoGain,Planning+IG,3.215,"[3.177, 3.254]",11.9674,"[11.850, 12.087]",-8.7524,-1.975891379530211,-139.71661933538545,0.0,True
InfoSeeking,Observations,InfoGain,EpistemicOnly,3.215,"[3.177, 3.254]",3.186,"[3.148, 3.224]",0.028999999999999915,0.014772911564683118,1.0446025945256603,0.2962193064902874,False
InfoSeeking,Observations,InfoGain,EFE,3.215,"[3.177, 3.254]",5.575,"[5.508, 5.645]",-2.3600000000000003,-0.8367652507966608,-59.1682383099581,0.0,True
InfoSeeking,Observations,InfoGain,Thompson,3.215,"[3.177, 3.254]",3.1744,"[3.137, 3.212]",0.04059999999999997,0.020746544229050215,1.467002211054804,0.1423911791141242,False
InfoSeeking,Observations,InfoGain,PyMDP-AIF,3.215,"[3.177, 3.254]",3.2104,"[3.172, 3.250]",0.0045999999999999375,0.002314526298329013,0.16366172407830432,0.8699991048098092,False
InfoSeeking,Observations,InfoGain-Tuned,Planning+IG,9.8894,"[9.788, 9.992]",11.9674,"[11.850, 12.087]",-2.0779999999999994,-0.37076242901973877,-26.21686277690533,5.586285870257184e-149,True
InfoSeeking,Observations,InfoGain-Tuned,EpistemicOnly,9.8894,"[9.788, 9.992]",3.186,"[3.148, 3.224]",6.7034,1.6947810268975987,119.83911567455927,0.0,True
InfoSeeking,Observations,InfoGain-Tuned,EFE,9.8894,"[9.788, 9.992]",5.575,"[5.508, 5.645]",4.3144,0.9709253382568283,68.65478907072458,0.0,True
InfoSeeking,Observations,InfoGain-Tuned,Thompson,9.8894,"[9.788, 9.992]",3.1744,"[3.137, 3.212]",6.715,1.6990127195047882,120.13834152840332,0.0,True
InfoSeeking,Observations,InfoGain-Tuned,PyMDP-AIF,9.8894,"[9.788, 9.992]",3.2104,"[3.172, 3.250]",6.679,1.683434932039916,119.03682561317395,0.0,True
InfoSeeking,Observations,Planning+IG,EpistemicOnly,11.9674,"[11.850, 12.087]",3.186,"[3.148, 3.224]",8.7814,1.9882732695727703,140.59215117668543,0.0,True
InfoSeeking,Observations,Planning+IG,EFE,11.9674,"[11.850, 12.087]",5.575,"[5.508, 5.645]",6.392399999999999,1.3156507823003554,93.03055898379675,0.0,True
InfoSeeking,Observations,Planning+IG,Thompson,11.9674,"[11.850, 12.087]",3.1744,"[3.137, 3.212]",8.793,1.9921211345301926,140.86423631713376,0.0,True
InfoSeeking,Observations,Planning+IG,PyMDP-AIF,11.9674,"[11.850, 12.087]",3.2104,"[3.172, 3.250]",8.757,1.97786871224743,139.8564378726862,0.0,True
InfoSeeking,Observations,EpistemicOnly,EFE,3.186,"[3.148, 3.224]",5.575,"[5.508, 5.645]",-2.3890000000000002,-0.8532374966286238,-60.3330019828734,0.0,True
InfoSeeking,Observations,EpistemicOnly,Thompson,3.186,"[3.148, 3.224]",3.1744,"[3.137, 3.212]",0.011600000000000055,0.00601863652418666,0.425581869974942,0.6704171331656208,False
InfoSeeking,Observations,EpistemicOnly,PyMDP-AIF,3.186,"[3.148, 3.224]",3.2104,"[3.172, 3.250]",-0.024399999999999977,-0.012459766202401261,-0.8810385173716889,0.37830756107664765,False
InfoSeeking,Observations,EFE,Thompson,5.575,"[5.508, 5.645]",3.1744,"[3.137, 3.212]",2.4006000000000003,0.8586910456042711,60.71862612909471,0.0,True
InfoSeeking,Observations,EFE,PyMDP-AIF,5.575,"[5.508, 5.645]",3.2104,"[3.172, 3.250]",2.3646000000000003,0.8393793978822743,59.353086423083745,0.0,True
InfoSeeking,Observations,Thompson,PyMDP-AIF,3.1744,"[3.137, 3.212]",3.2104,"[3.172, 3.250]",-0.03600000000000003,-0.018440843603515066,-1.3039645562846072,0.1922606763285567,False
